MSEa,MSEb,TPRa,TPRb,TNRa,TNRb,l2loss,l2loss_test,l1_smooth,l2_smooth,correl,method,fold,l1,l2,l3,max.iter
0.020056005990320824,0.018764213150057697,1,1,0,0,0.0054954239809247045,0.006519791209891175,0.12294873475094277,8.990116817498003e-4,0.9999825368186608,genCCA,0,0.05,1,0,50
1.5298941677527418,1.4912470635137556,1,1,0,0,0.020459629671427264,0.12495343639168793,3.914382530040886,0.03208149414349531,0.12611860775147765,genCCA,1,0.05,1,0,50
0.023000350846409775,0.021189134822572748,1,1,0,0,0.00556833592835772,0.0057696868993027724,0.13908472230930216,0.0011405062830418112,-0.999988641818209,genCCA,2,0.05,1,0,50
0.021036984323582135,0.015873544450127595,1,1,0,0,0.005239419957762751,0.006741115405369972,0.12862746283574553,9.841678893227981e-4,0.9999852353318467,genCCA,3,0.05,1,0,50
0.023651903854143126,0.02112568066666438,1,1,0,0,0.005483202680963638,0.006120713971552053,0.1364152869595619,0.001103480771418435,0.9999784845482714,genCCA,4,0.05,1,0,50
1.4472895251799067,1.4145873437951413,1,1,0,0,0.024585874539937068,0.09110293870280094,3.7456018620333817,0.029831496967419952,-0.20468509492459852,genCCA,5,0.05,1,0,50
